Time period,OrgCode,ParentOrgCode,Sex,QuitStatus,MonitoringCategory,Total
2018/19,E10000009,E12000009,Female,Not known,Under 18,16
2018/19,E10000009,E12000009,Female,Not quit,18-34,40
2018/19,E10000009,E12000009,Female,Not quit,35-44,30
2018/19,E10000009,E12000009,Female,Not quit,45-59,59
2018/19,E10000009,E12000009,Female,Not quit,60 and over,55
2018/19,E10000009,E12000009,Female,Not quit,Under 18,4
2018/19,E10000009,E12000009,Female,Quit,18-34,81
2018/19,E10000009,E12000009,Female,Quit,35-44,61
2018/19,E10000009,E12000009,Female,Quit,45-59,99
2018/19,E10000009,E12000009,Female,Quit,60 and over,75
2018/19,E10000009,E12000009,Female,Quit,Under 18,6
2018/19,E10000009,E12000009,Female,Quit CO,18-34,6
2018/19,E10000009,E12000009,Female,Quit CO,35-44,8
2018/19,E10000009,E12000009,Female,Quit CO,45-59,14
2018/19,E10000009,E12000009,Female,Quit CO,60 and over,5
2018/19,E10000009,E12000009,Female,Quit CO,Under 18,0
2018/19,E10000009,E12000009,Female,Set quit date,18-34,248
2018/19,E10000009,E12000009,Female,Set quit date,35-44,228
2018/19,E10000009,E12000009,Female,Set quit date,45-59,267
2018/19,E10000009,E12000009,Female,Set quit date,60 and over,228
2018/19,E10000009,E12000009,Female,Set quit date,Under 18,26
2018/19,E10000009,E12000009,Male,Not known,18-34,36
2018/19,E10000009,E12000009,Male,Not known,35-44,49
2018/19,E10000009,E12000009,Male,Not known,45-59,49
2018/19,E10000009,E12000009,Male,Not known,60 and over,33
2018/19,E10000009,E12000009,Male,Not known,Under 18,8
2018/19,E10000009,E12000009,Male,Not quit,18-34,13
2018/19,E10000009,E12000009,Male,Not quit,35-44,34
2018/19,E10000009,E12000009,Male,Not quit,45-59,54
2018/19,E10000009,E12000009,Male,Not quit,60 and over,41
2018/19,E10000009,E12000009,Male,Not quit,Under 18,5
2018/19,E10000009,E12000009,Male,Quit,18-34,45
2018/19,E10000009,E12000009,Male,Quit,35-44,61
2018/19,E10000009,E12000009,Male,Quit,45-59,110
2018/19,E10000009,E12000009,Male,Quit,60 and over,87
2018/19,E10000009,E12000009,Male,Quit,Under 18,6
2018/19,E10000009,E12000009,Male,Quit CO,18-34,5
2018/19,E10000009,E12000009,Male,Quit CO,35-44,3
2018/19,E10000009,E12000009,Male,Quit CO,45-59,9
2018/19,E10000009,E12000009,Male,Quit CO,60 and over,16
2018/19,E10000009,E12000009,Male,Quit CO,Under 18,1
2018/19,E10000009,E12000009,Male,Set quit date,18-34,94
2018/19,E10000009,E12000009,Male,Set quit date,35-44,144
2018/19,E10000009,E12000009,Male,Set quit date,45-59,213
2018/19,E10000009,E12000009,Male,Set quit date,60 and over,161
2018/19,E10000009,E12000009,Male,Set quit date,Under 18,19
2018/19,E10000011,E12000008,Female,Not known,18-34,88
2018/19,E10000011,E12000008,Female,Not known,35-44,49
2018/19,E10000011,E12000008,Female,Not known,45-59,125
2018/19,E10000011,E12000008,Female,Not known,60 and over,67
2018/19,E10000011,E12000008,Female,Not known,Under 18,13
2018/19,E10000011,E12000008,Female,Not quit,18-34,123
2018/19,E10000011,E12000008,Female,Not quit,35-44,98
2018/19,E10000011,E12000008,Female,Not quit,45-59,226
2018/19,E10000011,E12000008,Female,Not quit,60 and over,137
2018/19,E10000011,E12000008,Female,Not quit,Under 18,8
2018/19,E10000011,E12000008,Female,Quit,18-34,117
2018/19,E10000011,E12000008,Female,Quit,35-44,145
2018/19,E10000011,E12000008,Female,Quit,45-59,307
2018/19,E10000011,E12000008,Female,Quit,60 and over,211
2018/19,E10000011,E12000008,Female,Quit,Under 18,6
2018/19,E10000011,E12000008,Female,Quit CO,18-34,89
2018/19,E10000011,E12000008,Female,Quit CO,35-44,119
2018/19,E10000011,E12000008,Female,Quit CO,45-59,265
2018/19,E10000011,E12000008,Female,Quit CO,60 and over,190
2018/19,E10000011,E12000008,Female,Quit CO,Under 18,4
2018/19,E10000011,E12000008,Female,Set quit date,18-34,328
2018/19,E10000011,E12000008,Female,Set quit date,35-44,292
2018/19,E10000011,E12000008,Female,Set quit date,45-59,658
2018/19,E10000011,E12000008,Female,Set quit date,60 and over,415
2018/19,E10000011,E12000008,Female,Set quit date,Under 18,27
2018/19,E10000011,E12000008,Male,Not known,18-34,58
2018/19,E10000011,E12000008,Male,Not known,35-44,53
2018/19,E10000011,E12000008,Male,Not known,45-59,111
2018/19,E10000011,E12000008,Male,Not known,60 and over,68
2018/19,E10000011,E12000008,Male,Not known,Under 18,7
2018/19,E10000011,E12000008,Male,Not quit,18-34,58
2018/19,E10000011,E12000008,Male,Not quit,35-44,73
2018/19,E10000011,E12000008,Male,Not quit,45-59,179
2018/19,E10000011,E12000008,Male,Not quit,60 and over,113
2018/19,E10000011,E12000008,Male,Not quit,Under 18,6
2018/19,E10000011,E12000008,Male,Quit,18-34,81
2018/19,E10000011,E12000008,Male,Quit,35-44,111
2018/19,E10000011,E12000008,Male,Quit,45-59,294
2018/19,E10000011,E12000008,Male,Quit,60 and over,208
2018/19,E10000011,E12000008,Male,Quit,Under 18,7
2018/19,E10000011,E12000008,Male,Quit CO,18-34,66
2018/19,E10000011,E12000008,Male,Quit CO,35-44,94
2018/19,E10000011,E12000008,Male,Quit CO,45-59,252
2018/19,E10000011,E12000008,Male,Quit CO,60 and over,181
2018/19,E10000011,E12000008,Male,Quit CO,Under 18,5
2018/19,E10000011,E12000008,Male,Set quit date,18-34,197
2018/19,E10000011,E12000008,Male,Set quit date,35-44,237
2018/19,E10000011,E12000008,Male,Set quit date,45-59,584
2018/19,E10000011,E12000008,Male,Set quit date,60 and over,389
2018/19,E10000011,E12000008,Male,Set quit date,Under 18,20
2018/19,E10000012,E12000006,Female,Not known,18-34,169
2018/19,E10000012,E12000006,Female,Not known,35-44,105
2018/19,E10000012,E12000006,Female,Not known,45-59,118
2018/19,E10000012,E12000006,Female,Not known,60 and over,66
2018/19,E10000012,E12000006,Female,Not known,Under 18,4
2018/19,E10000012,E12000006,Female,Not quit,18-34,239
2018/19,E10000012,E12000006,Female,Not quit,35-44,160
2018/19,E10000012,E12000006,Female,Not quit,45-59,292
2018/19,E10000012,E12000006,Female,Not quit,60 and over,227
2018/19,E10000012,E12000006,Female,Not quit,Under 18,8
2018/19,E10000012,E12000006,Female,Quit,18-34,486
2018/19,E10000012,E12000006,Female,Quit,35-44,372
2018/19,E10000012,E12000006,Female,Quit,45-59,619
2018/19,E10000012,E12000006,Female,Quit,60 and over,438
2018/19,E10000012,E12000006,Female,Quit,Under 18,6
2018/19,E10000012,E12000006,Female,Quit CO,18-34,237
2018/19,E10000012,E12000006,Female,Quit CO,35-44,237
2018/19,E10000012,E12000006,Female,Quit CO,45-59,397
2018/19,E10000012,E12000006,Female,Quit CO,60 and over,291
2018/19,E10000012,E12000006,Female,Quit CO,Under 18,1
2018/19,E10000012,E12000006,Female,Set quit date,18-34,894
2018/19,E10000012,E12000006,Female,Set quit date,35-44,637
2018/19,E10000012,E12000006,Female,Set quit date,45-59,1029
2018/19,E10000012,E12000006,Female,Set quit date,60 and over,731
2018/19,E10000012,E12000006,Female,Set quit date,Under 18,18
2018/19,E10000012,E12000006,Male,Not known,18-34,97
2018/19,E10000012,E12000006,Male,Not known,35-44,78
2018/19,E10000012,E12000006,Male,Not known,45-59,102
2018/19,E10000012,E12000006,Male,Not known,60 and over,42
2018/19,E10000012,E12000006,Male,Not known,Under 18,3
2018/19,E10000012,E12000006,Male,Not quit,18-34,118
2018/19,E10000012,E12000006,Male,Not quit,35-44,112
2018/19,E10000012,E12000006,Male,Not quit,45-59,199
2018/19,E10000012,E12000006,Male,Not quit,60 and over,174
2018/19,E10000012,E12000006,Male,Not quit,Under 18,4
2018/19,E10000012,E12000006,Male,Quit,18-34,487
2018/19,E10000012,E12000006,Male,Quit,35-44,382
2018/19,E10000012,E12000006,Male,Quit,45-59,578
2018/19,E10000012,E12000006,Male,Quit,60 and over,434
2018/19,E10000012,E12000006,Male,Quit,Under 18,8
2018/19,E10000012,E12000006,Male,Quit CO,18-34,315
2018/19,E10000012,E12000006,Male,Quit CO,35-44,271
2018/19,E10000012,E12000006,Male,Quit CO,45-59,397
2018/19,E10000012,E12000006,Male,Quit CO,60 and over,310
2018/19,E10000012,E12000006,Male,Quit CO,Under 18,6
2018/19,E10000012,E12000006,Male,Set quit date,18-34,702
2018/19,E10000012,E12000006,Male,Set quit date,35-44,572
2018/19,E10000012,E12000006,Male,Set quit date,45-59,879
2018/19,E10000012,E12000006,Male,Set quit date,60 and over,650
2018/19,E10000012,E12000006,Male,Set quit date,Under 18,15
2018/19,E10000013,E12000009,Female,Not known,18-34,133
2018/19,E10000013,E12000009,Female,Not known,35-44,87
2018/19,E10000013,E12000009,Female,Not known,45-59,158
2018/19,E10000013,E12000009,Female,Not known,60 and over,73
2018/19,E10000013,E12000009,Female,Not known,Under 18,6
2018/19,E10000013,E12000009,Female,Not quit,18-34,52
2018/19,E10000013,E12000009,Female,Not quit,35-44,34
2018/19,E10000013,E12000009,Female,Not quit,45-59,55
2018/19,E10000013,E12000009,Female,Not quit,60 and over,31
2018/19,E10000013,E12000009,Female,Not quit,Under 18,2
2018/19,E10000013,E12000009,Female,Quit,18-34,199
2018/19,E10000013,E12000009,Female,Quit,35-44,109
2018/19,E10000013,E12000009,Female,Quit,45-59,217
2018/19,E10000013,E12000009,Female,Quit,60 and over,110
2018/19,E10000013,E12000009,Female,Quit,Under 18,6
2018/19,E10000013,E12000009,Female,Quit CO,18-34,171
2018/19,E10000013,E12000009,Female,Quit CO,35-44,92
2018/19,E10000013,E12000009,Female,Quit CO,45-59,180
2018/19,E10000013,E12000009,Female,Quit CO,60 and over,88
2018/19,E10000013,E12000009,Female,Quit CO,Under 18,5
2018/19,E10000013,E12000009,Female,Set quit date,18-34,384
2018/19,E10000013,E12000009,Female,Set quit date,35-44,230
2018/19,E10000013,E12000009,Female,Set quit date,45-59,430
2018/19,E10000013,E12000009,Female,Set quit date,60 and over,214
2018/19,E10000013,E12000009,Female,Set quit date,Under 18,14
2018/19,E10000013,E12000009,Male,Not known,18-34,77
2018/19,E10000013,E12000009,Male,Not known,35-44,74
2018/19,E10000013,E12000009,Male,Not known,45-59,140
2018/19,E10000013,E12000009,Male,Not known,60 and over,66
2018/19,E10000013,E12000009,Male,Not known,Under 18,1
2018/19,E10000013,E12000009,Male,Not quit,18-34,21
2018/19,E10000013,E12000009,Male,Not quit,35-44,31
2018/19,E10000013,E12000009,Male,Not quit,45-59,49
2018/19,E10000013,E12000009,Male,Not quit,60 and over,50
2018/19,E10000013,E12000009,Male,Not quit,Under 18,0
2018/19,E10000013,E12000009,Male,Quit,18-34,86
2018/19,E10000013,E12000009,Male,Quit,35-44,115
2018/19,E10000013,E12000009,Male,Quit,45-59,177
2018/19,E10000013,E12000009,Male,Quit,60 and over,141
2018/19,E10000013,E12000009,Male,Quit,Under 18,4
2018/19,E10000013,E12000009,Male,Quit CO,18-34,75
2018/19,E10000013,E12000009,Male,Quit CO,35-44,87
2018/19,E10000013,E12000009,Male,Quit CO,45-59,146
2018/19,E10000013,E12000009,Male,Quit CO,60 and over,114
2018/19,E10000013,E12000009,Male,Quit CO,Under 18,3
2018/19,E10000013,E12000009,Male,Set quit date,18-34,184
2018/19,E10000013,E12000009,Male,Set quit date,35-44,220
2018/19,E10000013,E12000009,Male,Set quit date,45-59,366
2018/19,E10000013,E12000009,Male,Set quit date,60 and over,257
2018/19,E10000013,E12000009,Male,Set quit date,Under 18,5
2018/19,E10000014,E12000008,Female,Not known,18-34,204
2018/19,E10000014,E12000008,Female,Not known,35-44,122
2018/19,E10000014,E12000008,Female,Not known,45-59,164
2018/19,E10000014,E12000008,Female,Not known,60 and over,72
2018/19,E10000014,E12000008,Female,Not known,Under 18,1
2018/19,E10000014,E12000008,Female,Not quit,18-34,122
2018/19,E10000014,E12000008,Female,Not quit,35-44,87
2018/19,E10000014,E12000008,Female,Not quit,45-59,175
2018/19,E10000014,E12000008,Female,Not quit,60 and over,130
2018/19,E10000014,E12000008,Female,Not quit,Under 18,6
2018/19,E10000014,E12000008,Female,Quit,18-34,381
2018/19,E10000014,E12000008,Female,Quit,35-44,286
2018/19,E10000014,E12000008,Female,Quit,45-59,518
2018/19,E10000014,E12000008,Female,Quit,60 and over,331
2018/19,E10000014,E12000008,Female,Quit,Under 18,6
2018/19,E10000014,E12000008,Female,Quit CO,18-34,177
2018/19,E10000014,E12000008,Female,Quit CO,35-44,179
2018/19,E10000014,E12000008,Female,Quit CO,45-59,334
2018/19,E10000014,E12000008,Female,Quit CO,60 and over,205
2018/19,E10000014,E12000008,Female,Quit CO,Under 18,2
2018/19,E10000014,E12000008,Female,Set quit date,18-34,707
2018/19,E10000014,E12000008,Female,Set quit date,35-44,495
2018/19,E10000014,E12000008,Female,Set quit date,45-59,857
2018/19,E10000014,E12000008,Female,Set quit date,60 and over,533
2018/19,E10000014,E12000008,Female,Set quit date,Under 18,13
2018/19,E10000014,E12000008,Male,Not known,18-34,98
2018/19,E10000014,E12000008,Male,Not known,35-44,104
2018/19,E10000014,E12000008,Male,Not known,45-59,134
2018/19,E10000014,E12000008,Male,Not known,60 and over,64
2018/19,E10000014,E12000008,Male,Not known,Under 18,6
2018/19,E10000014,E12000008,Male,Not quit,18-34,72
2018/19,E10000014,E12000008,Male,Not quit,35-44,88
2018/19,E10000014,E12000008,Male,Not quit,45-59,108
2018/19,E10000014,E12000008,Male,Not quit,60 and over,80
2018/19,E10000014,E12000008,Male,Not quit,Under 18,4
2018/19,E10000014,E12000008,Male,Quit,18-34,266
2018/19,E10000014,E12000008,Male,Quit,35-44,268
2018/19,E10000014,E12000008,Male,Quit,45-59,467
2018/19,E10000014,E12000008,Male,Quit,60 and over,333
2018/19,E10000014,E12000008,Male,Quit,Under 18,4
2018/19,E10000014,E12000008,Male,Quit CO,18-34,137
2018/19,E10000014,E12000008,Male,Quit CO,35-44,158
2018/19,E10000014,E12000008,Male,Quit CO,45-59,295
2018/19,E10000014,E12000008,Male,Quit CO,60 and over,238
2018/19,E10000014,E12000008,Male,Quit CO,Under 18,2
2018/19,E10000014,E12000008,Male,Set quit date,18-34,436
2018/19,E10000014,E12000008,Male,Set quit date,35-44,460
2018/19,E10000014,E12000008,Male,Set quit date,45-59,709
2018/19,E10000014,E12000008,Male,Set quit date,60 and over,477
2018/19,E10000014,E12000008,Male,Set quit date,Under 18,14
2018/19,E10000015,E12000006,Female,Not known,18-34,329
2018/19,E10000015,E12000006,Female,Not known,35-44,186
2018/19,E10000015,E12000006,Female,Not known,45-59,338
2018/19,E10000015,E12000006,Female,Not known,60 and over,195
2018/19,E10000015,E12000006,Female,Not known,Under 18,7
2018/19,E10000015,E12000006,Female,Not quit,18-34,206
2018/19,E10000015,E12000006,Female,Not quit,35-44,250
2018/19,E10000015,E12000006,Female,Not quit,45-59,332
2018/19,E10000015,E12000006,Female,Not quit,60 and over,225
2018/19,E10000015,E12000006,Female,Not quit,Under 18,3
2018/19,E10000015,E12000006,Female,Quit,18-34,284
2018/19,E10000015,E12000006,Female,Quit,35-44,249
2018/19,E10000015,E12000006,Female,Quit,45-59,486
2018/19,E10000015,E12000006,Female,Quit,60 and over,285
2018/19,E10000015,E12000006,Female,Quit,Under 18,7
2018/19,E10000015,E12000006,Female,Quit CO,18-34,187
2018/19,E10000015,E12000006,Female,Quit CO,35-44,187
2018/19,E10000015,E12000006,Female,Quit CO,45-59,390
2018/19,E10000015,E12000006,Female,Quit CO,60 and over,243
2018/19,E10000015,E12000006,Female,Quit CO,Under 18,4
2018/19,E10000015,E12000006,Female,Set quit date,18-34,819
2018/19,E10000015,E12000006,Female,Set quit date,35-44,685
2018/19,E10000015,E12000006,Female,Set quit date,45-59,1156
2018/19,E10000015,E12000006,Female,Set quit date,60 and over,705
2018/19,E10000015,E12000006,Female,Set quit date,Under 18,17
2018/19,E10000015,E12000006,Male,Not known,18-34,196
2018/19,E10000015,E12000006,Male,Not known,35-44,200
2018/19,E10000015,E12000006,Male,Not known,45-59,267
2018/19,E10000015,E12000006,Male,Not known,60 and over,138
2018/19,E10000015,E12000006,Male,Not known,Under 18,8
2018/19,E10000015,E12000006,Male,Not quit,18-34,132
2018/19,E10000015,E12000006,Male,Not quit,35-44,161
2018/19,E10000015,E12000006,Male,Not quit,45-59,309
2018/19,E10000015,E12000006,Male,Not quit,60 and over,177
2018/19,E10000015,E12000006,Male,Not quit,Under 18,3
2018/19,E10000015,E12000006,Male,Quit,18-34,221
2018/19,E10000015,E12000006,Male,Quit,35-44,274
2018/19,E10000015,E12000006,Male,Quit,45-59,428
2018/19,E10000015,E12000006,Male,Quit,60 and over,325
2018/19,E10000015,E12000006,Male,Quit,Under 18,8
2018/19,E10000015,E12000006,Male,Quit CO,18-34,169
2018/19,E10000015,E12000006,Male,Quit CO,35-44,216
2018/19,E10000015,E12000006,Male,Quit CO,45-59,354
2018/19,E10000015,E12000006,Male,Quit CO,60 and over,272
2018/19,E10000015,E12000006,Male,Quit CO,Under 18,7
2018/19,E10000015,E12000006,Male,Set quit date,18-34,549
2018/19,E10000015,E12000006,Male,Set quit date,35-44,635
2018/19,E10000015,E12000006,Male,Set quit date,45-59,1004
2018/19,E10000015,E12000006,Male,Set quit date,60 and over,640
2018/19,E10000015,E12000006,Male,Set quit date,Under 18,19
2018/19,E10000016,E12000008,Female,Not known,18-34,296
2018/19,E10000016,E12000008,Female,Not known,35-44,166
2018/19,E10000016,E12000008,Female,Not known,45-59,265
2018/19,E10000016,E12000008,Female,Not known,60 and over,128
2018/19,E10000016,E12000008,Female,Not known,Under 18,15
2018/19,E10000016,E12000008,Female,Not quit,18-34,228
2018/19,E10000016,E12000008,Female,Not quit,35-44,121
2018/19,E10000016,E12000008,Female,Not quit,45-59,175
2018/19,E10000016,E12000008,Female,Not quit,60 and over,151
2018/19,E10000016,E12000008,Female,Not quit,Under 18,9
2018/19,E10000016,E12000008,Female,Quit,18-34,479
2018/19,E10000016,E12000008,Female,Quit,35-44,280
2018/19,E10000016,E12000008,Female,Quit,45-59,590
2018/19,E10000016,E12000008,Female,Quit,60 and over,421
2018/19,E10000016,E12000008,Female,Quit,Under 18,15
2018/19,E10000016,E12000008,Female,Quit CO,18-34,386
2018/19,E10000016,E12000008,Female,Quit CO,35-44,247
2018/19,E10000016,E12000008,Female,Quit CO,45-59,535
2018/19,E10000016,E12000008,Female,Quit CO,60 and over,376
2018/19,E10000016,E12000008,Female,Quit CO,Under 18,11
2018/19,E10000016,E12000008,Female,Set quit date,18-34,1003
2018/19,E10000016,E12000008,Female,Set quit date,35-44,567
2018/19,E10000016,E12000008,Female,Set quit date,45-59,1030
2018/19,E10000016,E12000008,Female,Set quit date,60 and over,700
2018/19,E10000016,E12000008,Female,Set quit date,Under 18,39
2018/19,E10000016,E12000008,Male,Not known,18-34,134
2018/19,E10000016,E12000008,Male,Not known,35-44,119
2018/19,E10000016,E12000008,Male,Not known,45-59,221
2018/19,E10000016,E12000008,Male,Not known,60 and over,115
2018/19,E10000016,E12000008,Male,Not known,Under 18,6
2018/19,E10000016,E12000008,Male,Not quit,18-34,89
2018/19,E10000016,E12000008,Male,Not quit,35-44,74
2018/19,E10000016,E12000008,Male,Not quit,45-59,151
2018/19,E10000016,E12000008,Male,Not quit,60 and over,118
2018/19,E10000016,E12000008,Male,Not quit,Under 18,5
2018/19,E10000016,E12000008,Male,Quit,18-34,219
2018/19,E10000016,E12000008,Male,Quit,35-44,255
2018/19,E10000016,E12000008,Male,Quit,45-59,538
2018/19,E10000016,E12000008,Male,Quit,60 and over,415
2018/19,E10000016,E12000008,Male,Quit,Under 18,4
2018/19,E10000016,E12000008,Male,Quit CO,18-34,179
2018/19,E10000016,E12000008,Male,Quit CO,35-44,224
2018/19,E10000016,E12000008,Male,Quit CO,45-59,485
2018/19,E10000016,E12000008,Male,Quit CO,60 and over,375
2018/19,E10000016,E12000008,Male,Quit CO,Under 18,3
2018/19,E10000016,E12000008,Male,Set quit date,18-34,442
2018/19,E10000016,E12000008,Male,Set quit date,35-44,448
2018/19,E10000016,E12000008,Male,Set quit date,45-59,910
2018/19,E10000016,E12000008,Male,Set quit date,60 and over,648
2018/19,E10000016,E12000008,Male,Set quit date,Under 18,15
2018/19,E10000017,E12000002,Female,Not known,18-34,185
2018/19,E10000017,E12000002,Female,Not known,35-44,108
2018/19,E10000017,E12000002,Female,Not known,45-59,142
2018/19,E10000017,E12000002,Female,Not known,60 and over,59
2018/19,E10000017,E12000002,Female,Not known,Under 18,13
2018/19,E10000017,E12000002,Female,Not quit,18-34,505
2018/19,E10000017,E12000002,Female,Not quit,35-44,430
2018/19,E10000017,E12000002,Female,Not quit,45-59,706
2018/19,E10000017,E12000002,Female,Not quit,60 and over,474
2018/19,E10000017,E12000002,Female,Not quit,Under 18,33
2018/19,E10000017,E12000002,Female,Quit,18-34,466
2018/19,E10000017,E12000002,Female,Quit,35-44,463
2018/19,E10000017,E12000002,Female,Quit,45-59,833
2018/19,E10000017,E12000002,Female,Quit,60 and over,661
2018/19,E10000017,E12000002,Female,Quit,Under 18,11
2018/19,E10000017,E12000002,Female,Quit CO,18-34,275
2018/19,E10000017,E12000002,Female,Quit CO,35-44,302
2018/19,E10000017,E12000002,Female,Quit CO,45-59,570
2018/19,E10000017,E12000002,Female,Quit CO,60 and over,487
2018/19,E10000017,E12000002,Female,Quit CO,Under 18,5
2018/19,E10000017,E12000002,Female,Set quit date,18-34,1156
2018/19,E10000017,E12000002,Female,Set quit date,35-44,1001
2018/19,E10000017,E12000002,Female,Set quit date,45-59,1681
2018/19,E10000017,E12000002,Female,Set quit date,60 and over,1194
2018/19,E10000017,E12000002,Female,Set quit date,Under 18,57
2018/19,E10000017,E12000002,Male,Not known,18-34,101
2018/19,E10000017,E12000002,Male,Not known,35-44,80
2018/19,E10000017,E12000002,Male,Not known,45-59,117
2018/19,E10000017,E12000002,Male,Not known,60 and over,51
2018/19,E10000017,E12000002,Male,Not known,Under 18,4
2018/19,E10000017,E12000002,Male,Not quit,18-34,315
2018/19,E10000017,E12000002,Male,Not quit,35-44,377
2018/19,E10000017,E12000002,Male,Not quit,45-59,539
2018/19,E10000017,E12000002,Male,Not quit,60 and over,368
2018/19,E10000017,E12000002,Male,Not quit,Under 18,19
2018/19,E10000017,E12000002,Male,Quit,18-34,339
2018/19,E10000017,E12000002,Male,Quit,35-44,491
2018/19,E10000017,E12000002,Male,Quit,45-59,773
2018/19,E10000017,E12000002,Male,Quit,60 and over,609
2018/19,E10000017,E12000002,Male,Quit,Under 18,14
2018/19,E10000017,E12000002,Male,Quit CO,18-34,183
2018/19,E10000017,E12000002,Male,Quit CO,35-44,303
2018/19,E10000017,E12000002,Male,Quit CO,45-59,531
2018/19,E10000017,E12000002,Male,Quit CO,60 and over,442
2018/19,E10000017,E12000002,Male,Quit CO,Under 18,7
2018/19,E10000017,E12000002,Male,Set quit date,18-34,755
2018/19,E10000017,E12000002,Male,Set quit date,35-44,948
2018/19,E10000017,E12000002,Male,Set quit date,45-59,1429
2018/19,E10000017,E12000002,Male,Set quit date,60 and over,1028
2018/19,E10000017,E12000002,Male,Set quit date,Under 18,37
2018/19,E10000018,E12000004,Female,Not known,18-34,171
2018/19,E10000018,E12000004,Female,Not known,35-44,76
2018/19,E10000018,E12000004,Female,Not known,45-59,97
2018/19,E10000018,E12000004,Female,Not known,60 and over,34
2018/19,E10000018,E12000004,Female,Not known,Under 18,6
2018/19,E10000018,E12000004,Female,Not quit,18-34,105
2018/19,E10000018,E12000004,Female,Not quit,35-44,42
2018/19,E10000018,E12000004,Female,Not quit,45-59,66
2018/19,E10000018,E12000004,Female,Not quit,60 and over,57
2018/19,E10000018,E12000004,Female,Not quit,Under 18,8
2018/19,E10000018,E12000004,Female,Quit,18-34,259
2018/19,E10000018,E12000004,Female,Quit,35-44,203
2018/19,E10000018,E12000004,Female,Quit,45-59,336
2018/19,E10000018,E12000004,Female,Quit,60 and over,181
2018/19,E10000018,E12000004,Female,Quit,Under 18,4
2018/19,E10000018,E12000004,Female,Quit CO,18-34,20
2018/19,E10000018,E12000004,Female,Quit CO,35-44,5
2018/19,E10000018,E12000004,Female,Quit CO,45-59,4
2018/19,E10000018,E12000004,Female,Quit CO,60 and over,0
2018/19,E10000018,E12000004,Female,Quit CO,Under 18,1
2018/19,E10000018,E12000004,Female,Set quit date,18-34,535
2018/19,E10000018,E12000004,Female,Set quit date,35-44,321
2018/19,E10000018,E12000004,Female,Set quit date,45-59,499
2018/19,E10000018,E12000004,Female,Set quit date,60 and over,272
2018/19,E10000018,E12000004,Female,Set quit date,Under 18,18
2018/19,E10000018,E12000004,Male,Not known,18-34,95
2018/19,E10000018,E12000004,Male,Not known,35-44,56
2018/19,E10000018,E12000004,Male,Not known,45-59,62
2018/19,E10000018,E12000004,Male,Not known,60 and over,29
2018/19,E10000018,E12000004,Male,Not known,Under 18,11
2018/19,E10000018,E12000004,Male,Not quit,18-34,40
2018/19,E10000018,E12000004,Male,Not quit,35-44,33
2018/19,E10000018,E12000004,Male,Not quit,45-59,66
2018/19,E10000018,E12000004,Male,Not quit,60 and over,46
2018/19,E10000018,E12000004,Male,Not quit,Under 18,4
2018/19,E10000018,E12000004,Male,Quit,18-34,209
2018/19,E10000018,E12000004,Male,Quit,35-44,197
2018/19,E10000018,E12000004,Male,Quit,45-59,299
2018/19,E10000018,E12000004,Male,Quit,60 and over,195
2018/19,E10000018,E12000004,Male,Quit,Under 18,11
2018/19,E10000018,E12000004,Male,Quit CO,18-34,2
2018/19,E10000018,E12000004,Male,Quit CO,35-44,1
2018/19,E10000018,E12000004,Male,Quit CO,45-59,8
2018/19,E10000018,E12000004,Male,Quit CO,60 and over,6
2018/19,E10000018,E12000004,Male,Quit CO,Under 18,2
2018/19,E10000018,E12000004,Male,Set quit date,18-34,344
2018/19,E10000018,E12000004,Male,Set quit date,35-44,286
2018/19,E10000018,E12000004,Male,Set quit date,45-59,427
2018/19,E10000018,E12000004,Male,Set quit date,60 and over,270
2018/19,E10000018,E12000004,Male,Set quit date,Under 18,26
2018/19,E10000019,E12000004,Female,Not known,18-34,282
2018/19,E10000019,E12000004,Female,Not known,35-44,172
2018/19,E10000019,E12000004,Female,Not known,45-59,234
2018/19,E10000019,E12000004,Female,Not known,60 and over,135
2018/19,E10000019,E12000004,Female,Not known,Under 18,13
2018/19,E10000019,E12000004,Female,Not quit,18-34,150
2018/19,E10000019,E12000004,Female,Not quit,35-44,100
2018/19,E10000019,E12000004,Female,Not quit,45-59,144
2018/19,E10000019,E12000004,Female,Not quit,60 and over,115
2018/19,E10000019,E12000004,Female,Not quit,Under 18,6
2018/19,E10000019,E12000004,Female,Quit,18-34,338
2018/19,E10000019,E12000004,Female,Quit,35-44,233
2018/19,E10000019,E12000004,Female,Quit,45-59,385
2018/19,E10000019,E12000004,Female,Quit,60 and over,313
2018/19,E10000019,E12000004,Female,Quit,Under 18,14
2018/19,E10000019,E12000004,Female,Quit CO,18-34,187
2018/19,E10000019,E12000004,Female,Quit CO,35-44,147
2018/19,E10000019,E12000004,Female,Quit CO,45-59,280
2018/19,E10000019,E12000004,Female,Quit CO,60 and over,230
2018/19,E10000019,E12000004,Female,Quit CO,Under 18,8
2018/19,E10000019,E12000004,Female,Set quit date,18-34,770
2018/19,E10000019,E12000004,Female,Set quit date,35-44,505
2018/19,E10000019,E12000004,Female,Set quit date,45-59,763
2018/19,E10000019,E12000004,Female,Set quit date,60 and over,563
2018/19,E10000019,E12000004,Female,Set quit date,Under 18,33
2018/19,E10000019,E12000004,Male,Not known,18-34,154
2018/19,E10000019,E12000004,Male,Not known,35-44,115
2018/19,E10000019,E12000004,Male,Not known,45-59,187
