,G82154,C82031,L82012,B81024,H81053,B81037,B81622,F82053,L83052,C82124,J82206,G85015,P81112,Y01127,G82067,P92642,C82068,C82086,C85020,D81043,D82008,L82015,G82228,F81116,E81005,M84017,H81088,M87602,D81005,G85010,L83136,F81088,D81055,C82624,M87625,G82225,E81034,G82041,B86107,A81014,G82016,J82061,G82020,G82093,H81039,C88043,M82046,C82111,B86066,C84028,B81101,M92040,B81653,C82009,Y00185,B81011,G82017,M87008,G82097,L83089,K83018,C82013,G82888,L83111,D81009,C82017,F86012,H84619,L83100,M84004,M84020,H82025,D81020,M86021,M81056,C82002,D81028,D81033,C82014,L83071,H81090,M86010,L83147,E82021,M88013,H81071,G82113,A82070,B83017,L84005,B81635,G82071,Y02826,E83020,C83056,D81637,D81623,M81018,B81035,B81053,L82050,C82634,Y01922,G82165,M92028,B81061,F86004,G82730,G84003,J82220,K81061,C83043,G84002,B81008,J81646,D81013,G85105,C82643,D81035,L84072,M84019,H85049,G82099,M92044,G85001,C87002,F81052,G82135,G82087,Y01962,C82055,G82684,F85025,G85031,G82751,G82107,D81058,H84062,D81062,C82010,B83027,N84003,B81034,M81023,H85061,E83010,L82611,M83637,C82063,C88037,M87034,K84009,C82051,C82122,F86700,G81012,B81082,G82120,F85066,G85094,M81032,M87024,M87002,B82032,G83016,C82022,F84658,E81045,F82008,L83095,L84002,L83077,G82141,M81604,J82099,G81105,G82022,B81009,C81028,L83044,M83125,L82021,B86057,G82027,G85016,B83009,D81086,B81050,P89008,B86017,G82060,E81028,C82067,M82024,D81048,D81602,G82152,G82160,E84699,B81049,P81076,M85062,C88022,B81666,D81044,E81057,H81113,M81043,J81082,F81023,L83011,M82019,G81050,M85009,D81050,K82046,G82809,L83014,C88073,P92035,H85048,C82121,L83005,C82073,H81644,F83633,Y00454,A89621,F84096,G82753,G82100,M85732,B82069,B81682,C88048,D81084,D81045,F86650,M81080,C83052,Y00198,F86023,L83038,N81624,N81030,B86030,L83025,M85759,B81042,C88079,P81107,G82693,C82036,H81087,H81004,C85623,F84747,F86010,N84014,F84047,G82203,C82025,M87011,L83148,G83063,L83056,F81046,H81125,G85003,B83040,F81079,G85024,F81005,L85008,Y00542,L83639,L83016,C88042,B81121,C82038,M83052,F85004,G85046,K81041,L83058,L82023,M87010,H85020,G82215,M85172,H81095,E81073,F81691,Y02973,F81010,D81002,H81656,D81070,C88018,B81081,L82037,M91015,E82129,C88052,H81003,M83013,M84049,C81056,H81085,J82631,B86048,M87041,C83653,G82108,B81048,P81096,G82077,M91010,B82091,G85723,M85068,C82054,M81054,D81037,C82656,Y00192,G83052,Y04957,B81056,M85069,N81034,G82118,B81675,K81085,P81002,L83087,B81619,P81040,G82006,G82114,L83648,B81603,H81031,E85066,H84625,M83698,C82019,P84004,L83024,F81042,N85027,B81038,H81028,G82073,K84048,D82010,F81125,M84062,L82056,Y00178,M86029,M87025,D81041,H84032,M84616,H85682,Y02701,F84105,E83007,B81602,K84025,G85651,P83609,C82088,M87617,J82081,F84710,C88069,N81114,J82197,M82030,J83633,M85156,B82025,F81221,G82023,B81020,Y02769,M87623,M87003,D81603,G82051,D81057,G82036,M87601,G82715,G82119,M87016,F84008,G82032,P83001,G82777,D81014,B86049,M85167,C88014,G82161,M83129,D81078,F81150,C84637,K83077,G82031,H84023,P81212,M86015,C82043,B84010,F82680,L83098,L83608,P89003,H81045,F81123,C82041,G85706,K81651,C82047,M85030,H83005,E82028,G85014,D81054,G82231,G85685,G82121,G85032,M85058,F81084,G85025,C82028,K83017,L83105,K83023,G82647,F81067,G85039,M85092,B81027,G84017,G82059,H81058,C82001,G85051,M85002,K83616,C86029,M81042,B86032,H85022,M85029,M86046,G83680,Y00999,G81025,C82650,M87009,G84027,L83035,J82144,L83103,D81004,M85083,Y03082,M87020,C88046,M87023,N81015,J82034,M89017,B81054,L83031,G82104,C88085,M81034,G85034,G85004,G82649,G84040,D81001,B86044,B86008,K82065,B86022,F81213,B82050,C82033,Y02572,B86003,C83048,F85669,M82021,C82098,B86050,M89601,M85046,M85600,E83037,L83034,A89009,B86096,G85091,M83030,G81661,N81100,J82094,E83009,B83032,B86675,C83054,J83022,K81630,M84032,Y02494,G83021,K82044,M89030,M88007,F81105,A82015,G85129,G85041,H84012,B81095,G85695,E87753,B82098,Y02568,Y02571,K81024,G82696,G82013,H82026,B86042,G82096,M82004,L84027,G82079,F81198,C82021,G82083,M85028,C82018,B81041,G82021,M85087,G83034,M85145,J82110,B86013,M87030,G84019,G82025,M87028,G82037,M84046,M87618,G84015,Y02653,G85005,C82075,M83070,C82062,E81032,Y00486,H81077,G82105,L83069,C82072,C82077,G84627,L83049,C82016,M87027,D81605,B84008,J83024,M85117,G82019,M84618,M85063,M82056,G85013,B81119,H81074,P81196,F81192,M84040,C81038,B86047,E87720,L83127,M85103,M85006,B87020,K82007,C82095,B82012,M84038,J83054,K84012,L83094,C88025,B86075,M84010,B83030,L83066,H81072,D81007,B85005,D81064,B86036,B86009,M81025,C82008,M85041,M85076,M85072,C82061,L83088,L84003,C82627,B86052,Y02663,L82026,C82052,C82651,C82628,N81108,C88032,M89015,G81019,M85778,L83096,M89028,G85053,D81085,H81006,D83009,G82074,M89003,H81041,Y02811,Y05757,G83026,M85086,M91619,D81010,M84024,M82008,M89010,B86019,B82004,K82055,M84012,F81072,L82617,M87019,B82047,M91003,M85061,B86071,C83007,G82055,G85644,D81615,M89024,M91004,L83004,F86691,D81031,L83046,D81049,M84015,M91032,M92010,A82016,G82011,C82103,Y02354,B83041,M83048,G82053,C88068,G85696,L82022,B85610,M89001,M85042,M81003,B86016,M85023,A84030,M85642,K81003,M88645,J82035,L83084,L82054,B82053,C82676,C88031,M85177,M88619,M85033,C82044,C85619,G82204,L83065,M86009,L85024,F81091,M85065,J83009,B81645,F84006,M81026,M83059,G85137,M85007,D81022,G85112,C82027,L83120,N82067,C88034,G85040,D81612,G82063,D81017,A86003,L82041,H83037,L81019,D81034,D81036,G82768,C82066,L83059,F81007,G82076,L83075,J81620,F81147,P84018,M85056,H81089,B85062,K83019,B81010,M85071,L83097,M92009,M89004,M88042,G82137,H81104,G83044,M86017,G83037,C86006,L82001,J82218,L83146,G85035,H81010,C82070,M83001,G83647,M85053,M81078,M85055,B86051,Y00449,M92640,L83055,B86060,G82090,B82020,M84008,L82004,M81035,M85051,B81025,C84076,M87012,C82623,C82093,J83038,M89009,C88016,C82029,Y02222,M89026,C82026,B82019,P89618,C82064,C82109,J82016,E85124,G85724,D81633,C82046,M85011,G85132,M86018,P89012,C82011,M92609
2018-06-01,,,,,,,,,,30,,,,,,,,90,,60,,30,,,,,,,,,,,,30,,,,,,4,,,,,,,,30,,,,,,,,,,,,,60,,30,,30,,,,,,,30,,,,30,56,,30,,,,,,60,,,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,60,,,,,,112,,,,,,,,,,,,90,,,,,,,,,,,60,,,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,90,,,,,,,,,,,,,,,,,,,,30,,,,60,,,,,,60,,,120,,,,,,,,,,,,,,,,,120,,,,,,,,30,30,60,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,60,,,,,,,60,,,,,,90,,,30,,,,,,,,,,,,30,,,,,,,,30,,,,,,30,,,60,,,90,,,,,,,,,,,,30,,,,,,,,,60,,,,,,,30,,,,30,,,,,,,,,,,,28,,,,,,30,30,,,,,,,,60,,30,60,,,,,,,,,,30,,30,,,,,,,,,,,28,60,30,30,30,,,,60,,60,,30,,,,,,,60,,60,60,,,,60,30,60,60,,,30,,,,,30,60,60,,,60,150,,,,,,30,30,,90,,,60,30,,,,,30,,,30,,,,,,,,,,30,,,,,,,,,,60,,,,,,180,,,,30,,,,,,,30,,,,,,,,,,,,,,,,,30,90,,60,,,,60,30,90,,,,,,60,30,,120,60,,,,,,,,60,,,,30,,,60,,30,,,60,,,,30,60,,30,,,,,30,,30,,,,120,,,,30,,,30,,,,90,,90,,,,90,,,,,30,,60,,,,,30,30,,,,,,90,,30,,,,,,90,30,30,,,30,30,,,30,,,30,30,,,,90,,,,60,,30,30,,,150,30,,,,,,30,,56,,30,30,60,30,30,30,60,,,60,,30,,60,,,,,30,60,,,60,60,,,,30,,,,,,28,,,,30,,,60,2,60,30,30,30,30,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,,,,,,,,,,30,,,,,,,,,,30,,30,,,,56,,,,,,,,30,,,,,,4,,,,,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,30,,,,30,60,,30,,,,,,60,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,30,,,,,,,,,,,120,,30,,,,60,,,,30,,,,,,,,,,,,,,,,,,,,,,,,90,,,30,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,60,90,,,,,,,,,,,,,,,,,,,30,60,,,,,,,30,,,,,,,,,,,,120,,,,,,,,,,,,30,,,,,60,,,,,,,,,,60,,,,,,90,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,30,,60,,,,,,,,,60,,,,,,,,,,,30,,60,,,,,,,,,,,,60,30,30,30,,,,90,,60,,30,,,,,30,,,60,,,,,,,,60,60,,,30,30,,,,30,60,,,,,120,,,30,,,30,30,,,30,,,,,,,,30,,,180,,,,,,,,,,30,,30,,,,,,90,,30,,,,30,,,,,60,30,60,,,,,,30,,,,,,,,,,,30,,,,,,30,,,30,,,,,30,,90,,,,56,,60,,,60,,,,,,,,,60,,,,60,,,,30,30,,,,,,30,90,,30,,,,,30,60,,,,,,,,,30,,56,,60,60,,,,,,,,30,,,,,30,,,30,112,,,30,30,60,,,,60,,,60,,60,,,,,,30,,,30,30,,,30,90,,30,30,,,,30,,,30,,,,30,,30,60,60,90,60,,,60,,,,,30,30,,30,,,,,60,30,,,,30,,,,30,,,,,,30,,60,,30,,60,,30,,28,,,90,30,,90,,2,,30,60,,60,,,30,56,1,30,1,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,,,,,,,,,,30,,,,,,,,30,,,,30,,,,,,30,,,,,,60,,,,,,4,,,,,,,,30,,,,,,,,,,,,,,,30,,60,,,,,,,30,,,,30,56,,,,,,60,,60,,,,,,30,,,,,,,,,,,,,,60,30,,,,,,,,,,,,,,,,60,,,,,,56,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,90,60,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,30,,,,,,,,,,,,,,,,,,,,30,,,,60,,,,,,60,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,150,,,,,,,30,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,60,,,,,,,,,,,,,,,,30,,,,,,30,30,,,,,,,,,,60,60,,,,,,,,,,30,,30,,,,,,,30,,,,28,30,30,,30,,,,150,,,,30,,,,,,,,30,60,60,,,,,,30,120,,,30,,,,,30,,,,30,,30,,,30,,,30,30,,,30,,60,,,,,30,90,,,120,,,,,,,,,,30,,60,,,,,,,,30,,,60,30,,60,,,,,30,120,,,,,30,,,,,,,,,,,30,,,,,,30,,,30,,60,,60,,,,,,,,,30,,,30,,,,,,,,,,90,,30,,,60,60,,30,,,,,,30,90,30,,,,,,,,30,90,,,,,,,,,,30,,30,,,,,,,,30,,,,,30,,60,,,,,30,30,,,,30,30,,,30,,,,,,,30,30,,,30,30,,,30,,,,30,,,90,90,,,30,,,,30,60,,,30,,30,,,,30,,56,,30,90,60,30,60,,60,,30,30,,30,,,,,,,30,,,,150,120,56,,,30,,,,90,,,,,,,30,,,2,60,30,,,,,1,30,,,,,60,,,,30,90,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,,,,,,,,,,30,,,,,,,,,,30,,,,,,56,,,,,,,,,,,,,,4,,,,,,,,30,,,,,,,,,,,,,30,,30,,,,,,,,,30,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,90,,120,,30,,,,60,,,,30,,,,,,,,,,,,,,,,,,,,,90,,,90,,,30,,,,,90,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,60,,,,,,,30,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,30,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,90,30,,30,,,,60,,60,,30,,,,,,,,30,,,,,30,30,,60,,,,,,,,,30,,,,,60,120,,,30,,,30,30,,,,,,,,,,,30,,,120,,60,,,,,,,,,60,90,,60,,,,,,,,30,,60,,30,,,,30,30,,,,,,90,,,,,,,,,,,30,,,,,,30,,,,,,,,30,,,,,,56,60,,,150,30,,,,,,,,,60,,,,,,,60,60,30,,60,,,30,,60,30,60,,,,,,60,,,,,,,,,,,,,60,,,90,,,,,,60,,,,,30,,,,56,,,,,30,,,,,,,30,,,30,,,,30,,,,30,30,,,30,,,30,30,,,,60,,,,,,,30,,,60,30,30,30,,,,,90,,90,30,,,60,,,60,60,,30,,30,,30,,,,,30,60,,,,,,30,,30,90,60,,,,56,,,,30,30,60,,,,30,,,,,,30,,,,,,,60,81,,,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,,,,,,,,,,30,,,,,,,,30,,90,,30,,,,,,,,,,,,60,,,,,,2,,,,,,,,30,,,,,,,,,,,,,30,,30,,,,,,,,,30,,,,30,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,30,,,,,,,,,,,60,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,30,,,,,,,,,,,,,,,,,,,,30,,,,30,,,,,,60,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,30,,,,,,,,,,,150,,,,,,,,,,,,30,,,,,,,,60,,,,,,,90,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,30,,60,,,,,,,,,,60,,,,,,,,,,,,30,,,,,,,,,,,,30,30,,30,,,,,,60,,,,,,,,,60,30,,,,,,30,,120,,,,30,,,,,30,60,,,30,,30,,,,,,30,,,,60,,,,,,90,,30,,,150,,,,,,,,,,30,,,,,,,,,,30,,,60,30,,60,,,,30,30,,,,,,,,,,,,,,,,,30,,,,,,30,,,30,,60,30,,90,,90,,,,,,30,,60,30,,,,,,,,,,,,30,60,,60,30,30,30,,,,,,,60,30,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,60,,,,,30,,180,,,,,,30,30,,,30,30,,,30,,,,,,,30,30,,,30,30,,,,90,,30,30,,,,,,,,60,,,,30,,,30,,30,,,,30,,56,,30,,,30,30,,,,60,30,,,,90,,,,,30,60,,,,,56,60,,30,,,,90,,28,,,,,,60,,,,30,30,90,30,,,,,,,,30,30,60,,,,30,,1,30,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,,,,,,,,,,30,,,,,,,,30,,30,,60,,,,,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,,,,,56,,,,,30,,,,,,,,,30,,,,30,60,,30,,,,,,60,,,,,,30,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,30,,,30,,,,,,,,,,,60,,,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,60,,,,,,,,,,,,,,,,,,,,30,60,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,30,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,30,,60,,,,,,,,,,,,30,,,30,,,60,90,,60,,30,,,,,,,,30,,60,,,,30,,90,60,,,30,,,,,,,,,,60,30,,,30,,,,30,,90,,,,,,,,,30,,,180,,60,,,,,,,,30,,30,,,,,,,,30,,,,30,,,,,60,,30,,,,,,,,,,,,,,,,,60,,,,90,,30,90,,30,,,30,,30,,,,,,56,,60,,146,30,,,30,,,,,,,,,,,,,150,30,30,,,,,,30,90,30,60,,180,,,,,,,,90,60,,,,30,,,30,60,30,,,,,,,,90,,,60,,30,,60,,56,,,,30,,,,,30,,,,,,,,,,,30,,,30,30,,,30,,,30,,,,,150,56,,,,,,,30,60,90,30,30,30,,,,,,56,,,90,60,150,,,60,,,30,,30,,,,,,,30,60,30,,60,,,,,,,60,,,,28,,,,30,,,,,,30,30,,30,,,30,56,,,,30,,,,,90,30,,,,,30,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,,,,,,,,,30,,,,,,,,,90,,30,,30,,,,112,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,,,,,,,,60,,,,,,,,,,,30,,,,30,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,30,,30,60,,,,,,,,,,,60,,,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,90,,,60,,,,,30,,,,,,,,,,,,,,,,,,,,30,,,,30,,,,,,60,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,30,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,60,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,30,,,30,,,,30,,60,,30,,,,,,,60,30,,,,,,30,,120,,,84,30,,,,,,,,,,,60,,,,,,,30,,,,,,,,,,30,30,,,90,,,,,,,,,,30,,,,60,,,,,,,,,60,,,90,,,,30,30,60,,,,,90,,,,,,,,,,,30,,,,,,30,,,30,,60,30,,30,,,,,,,,30,,60,,,,30,,,,,,60,,,,60,,,30,,30,,,,,30,30,60,30,,,,,,,60,,90,,,,,,,,,60,,,30,,,,90,,,,60,,,30,,30,,,,,,,30,,60,,,,,,,30,,,,,,,,30,,,20,30,,,30,,,30,30,,,90,60,,,,60,,,,60,,,30,,,,,,30,90,,,60,,,30,30,,,,,,,30,,,,,,,30,,,,90,,,60,,30,90,,,,,,,,,,30,,,,,30,,,30,,,30,,,,,,30,,,30,,30,,,,,,,30,60,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,,,,,,,,,,30,,,,,,,,30,,,,30,,,,,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,,,,,,,,60,,60,,,,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,60,,,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,60,,,,,,,,,,,,,,,,,,,,30,,,,60,,,,,,30,,,,,,,,,,,,,30,,,,,,,120,60,,,,,,,,30,30,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,30,,,30,,,,180,,60,,,,,,,,,120,30,,,,,60,30,,90,,,,60,,,,,,60,30,,,,60,,,,,,30,30,,,30,,,,,,,,30,,,150,,,,,,,,,,,,,,60,,,,,,,,,,30,,30,,,,,30,,,,,,,,,,,,,,,,,30,,,,,,30,,,,,,30,,30,,90,,,,56,,,,56,,,,,,,,,,30,,,,,,60,30,60,30,,60,,,,,30,30,60,,,,,,60,,,,,90,,,,,,,30,,,,60,,,,,,90,,,30,,30,,60,30,,,,,,30,,,30,30,90,,30,,60,,,,,,,,,30,,,,30,,,90,30,,,,30,,,,,,30,,30,,,30,,60,,,60,,,,,30,,60,90,,30,,60,60,30,,30,,90,,,,,30,,30,,60,,56,60,,,,60,,,,28,,,,30,60,60,,,,60,30,,60,60,,30,56,,,,,,60,,,,30,,,,,,60,,,,,1,30,30,30,30,60,60,30,90,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,,,,,,,,,,60,,,,,,,,30,,,,30,,,,,,,60,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,60,30,,,,,,,,,30,30,,,,30,60,,,,,,,,60,30,,,,,,,,,,30,,,,,,,,,60,,,,,,,,,,,,,,,,,60,,,,,,56,,,,,,,,,30,,21,60,,,,,,,,,,,120,,,,,,,,,,90,150,,,,,,,,,,,,,,,,,,,,,,,90,,,30,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,60,,,,,,,,,,,,,30,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,60,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,30,,60,,,,,,,,,,,,30,,,,,,,,,,,,,,,30,,,,30,,60,,30,,,,,,,,30,,,,,30,30,,60,,,,,,,,,,,,,,60,60,,,,,,,30,,,,,,,,,,,30,,,,,,,,,30,,,,30,,30,,,,,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,90,,30,,60,30,,30,,,,,,,60,30,,,,,,,,,,,,180,,,,60,,,,,30,,,,,,,30,30,30,,90,,,,,,,,90,60,,,,,,,,,30,,,,90,,,,60,,,30,,30,,60,,56,,,,,30,,,,,90,,30,,,,,,,30,,,,30,,,,30,,,,30,,,90,60,,,,,,,,30,,90,30,30,,,,60,60,,56,,30,,,60,30,,,,30,30,,,,,,,30,,30,60,,,,,,,,30,,,,90,,28,,180,,,,,,,,,30,,30,,,30,,,,,120,,,,,90,30,60,,,,30,,,,,,,30,,30,60,,30,30,,30,30,30,30,30,2,60,30,60,30,60,60,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,,30,,,,,,,30,,,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,30,,,,,,,30,30,30,,,,,,56,,30,60,,,,30,,,,,,,,,60,60,,,,,,,,,,60,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,30,,,,,,,,,,,60,,,,,,,,,,90,,,,,30,,,,,,,,,,,,,,,,,,,,,,60,,,,,30,,,,,,,,,,,,,,,,,,,,30,,,,60,,,,,,,,,,,,,,,,,,,30,,,,,,,120,60,,,,,,,30,30,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,60,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,30,,,,,,,,,,,,30,,,,,,,,,,,,60,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,30,,,,150,,60,,,,,,,,,,30,,,,,30,,,30,,,,,30,,,,,60,,,,,,,,30,,,,30,,90,30,,,,,,,,60,,,180,,,,,,,,,,,,30,,,30,,,,,,,30,,,,30,,,,,30,60,,,,,,,,,,,,,,,,60,,,,,,30,,,30,,60,30,,30,,,,,,56,,30,,56,,,,30,30,,,,,,,,,,,60,30,,30,,60,,,,,90,30,60,,,,,,,,90,,,,,,,,,,30,60,30,,60,,,,,,60,,,30,,30,,,,,,,,,60,,,30,30,,,30,,60,30,,,,30,30,,,60,,,,30,,,60,60,,,,,,,,,,30,,,,,60,30,58,,,,,,56,,30,90,,90,30,,60,60,30,30,,30,,90,,,,,30,,,,150,,,60,,,,60,,,,56,,,,30,,60,,,60,30,30,,30,,,30,56,,,,,,60,,,,30,,,,,30,,60,60,,30,,,,,,,30,,,,,,,,,,30,60,30,,30,30,60,56,30,30,30,2,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,,,,,,,,,,90,,,,,,,,60,,,,30,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,30,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30,,,,,,,,,,,,,,,,60,,,,,,56,,,,,,,,,30,,,30,,,,,,,,,,,60,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,90,,,30,,,,,90,,,,,,,,,,,,,,,,,,,,30,,30,,90,,,,,,,,,,,,,,,,,,,30,,,,,,,30,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30,,60,,30,,,,,,,240,30,,60,,,,30,,60,60,,84,120,30,,,,,60,,,,60,60,,,,,,,,,,30,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,30,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,30,,30,,14,,,,,,30,,150,,,,,30,,,,,,,,,,,,30,60,30,,,,,,,60,30,60,,,,,,,,,,,,,,,,,,,,,,90,,90,,,,60,,,30,,30,,240,,,,,30,,30,,,,,,,60,,60,,,,,30,,,,,,,,30,,,,30,,,,60,,,,,,30,,30,,,,,28,,,,60,90,,,,,,90,,,,,30,30,,30,,,,,,,30,60,,,,,56,,,,,,,90,,28,,,90,,30,,,2,,30,30,,30,60,,30,,,,,90,,,,,,60,,,,,,,30,,,30,,30,,30,30,,30,30,90,,30,,,60,,60,30,60,30,,30,30,,,30,30,,,30,30,60,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
